impervious	not allowing fluid to pass through	an impervious layer of basaltic clay	he worked, apparently impervious to the heat	 	 	 	impermeable, impenetrable, impregnable, waterproof, watertight, water-resistant, water-repellent, unaffected by, untouched by, immune to, invulnerable to, insusceptible to, not susceptible to, proof against, unreceptive to, closed to, resistant to, indifferent to, heedless of, unresponsive to, oblivious to, unmoved by, deaf to	[sound:impervious.mp3]	powerscore manhattan magoosh rank_3
perspicacious	having a ready insight into and understanding of things	it offers quite a few facts to the perspicacious reporter	 	 	 	 	astute, sharp-witted, sharp, acute, intelligent, clever, alert, canny, media-savvy, perceptive, perspicacious, observant, discriminating, sagacious, sage, wise, far-seeing, far-sighted	[sound:perspicacious.mp3]	manhattan magoosh vince rank_3
gambit	a device, action, or opening remark, typically one entailing a degree of risk, that is calculated to gain an advantage	his resignation was a tactical gambit	 	 	 	 	advantage, upper hand, edge, lead, whip hand, trump card, plan, scheme, strategy, stratagem, measure, technique, proposal, step, action, act, manoeuvre, gambit, stratagem, machination, scheme, plan, tactic, manoeuvre, move, course of action, line of action, device, operation	[sound:gambit.mp3]	greenlight_advanced magoosh vince rank_3
vigilant	keeping careful watch for possible danger or difficulties	the burglar was spotted by vigilant neighbors	 	 	 	 	watchful, on the lookout, observant, sharp-eyed, keen-eyed, gimlet-eyed, eagle-eyed, hawk-eyed, with eyes like a hawk, with one's eyes open, keeping one's eyes peeled, keeping one's eyes skinned, attentive, paying attention, alert, on the alert, on one's toes, on the qui vive	[sound:vigilant.mp3]	greenlight_basic gregmat vince rank_3
polemic	a strong verbal or written attack on someone or something	his polemic against the cultural relativism of the Sixties	a writer of feminist polemic	the history of science has become embroiled in religious polemics	 	 	diatribe, invective, denunciation, denouncement, rant, tirade, broadside, attack, harangue, verbal onslaught, argumentation, argument, debate, contention, dispute, disputation, discussion, controversy, altercation, faction, wrangling, debate, discussion, dispute, argument, arguing, argumentation, altercation, wrangling, sparring, dissension, disagreement, disharmony, conflict, contention, controversy, critical, hostile, bitter, polemical, virulent, vitriolic, venomous, waspish, corrosive, biting, caustic, trenchant, cutting, acerbic, sardonic, sarcastic, scathing, acid, sharp, keen, tart, pungent, stinging, astringent, incisive, devastating, piercing	[sound:polemic.mp3]	manhattan magoosh vince rank_3
stultify	cause to lose enthusiasm and initiative, especially as a result of a tedious or restrictive routine.	Counsel is not expected to stultify himself in an attempt to advance his client's interests	 	 	 	 	hamper, impede, obstruct, thwart, frustrate, foil, suppress, smother, repress, bore, make bored, dull, numb, benumb, stupefy, deaden	[sound:stultify.mp3]	powerscore magoosh vince rank_3
pungent	having a sharply strong taste or smell	the pungent smell of frying onions	he has expressed some fairly pungent criticisms	 	 	 	strong, powerful, pervasive, penetrating, suffocating, stifling, sour, acid, biting, bitter, tart, vinegary, tangy, caustic, biting, trenchant, cutting, acerbic, sardonic, sarcastic, scathing, acrimonious, pointed, barbed, acid, sharp, keen, tart, stinging, astringent, incisive, devastating, piercing, penetrating, rapier-like, razor-edged, critical, bitter, polemic, virulent, vitriolic, venomous, waspish, corrosive, mordant, stringent	[sound:pungent.mp3]	powerscore manhattan vince rank_3
humdrum	lacking excitement or variety; dull; monotonous	humdrum routine work	an escape from the humdrum of his life	 	 	 	mundane, dull, dreary, boring, tedious, monotonous, banal, ho-hum, tiresome, wearisome, prosaic, unexciting, uninteresting, uneventful, unvarying, unvaried, unremarkable, repetitive, repetitious, routine, ordinary, everyday, day-to-day, quotidian, run-of-the-mill, commonplace, common, workaday, usual, pedestrian, customary, regular, normal, weariness, ennui, lack of enthusiasm, lack of interest, lack of concern, apathy, uninterestedness, unconcern, languor, sluggishness, accidie, malaise, world-weariness	[sound:humdrum.mp3]	gregmat magoosh vince rank_3
scathing	witheringly scornful; severely critical	she launched a scathing attack on the governor	he was barely scathed	the pine tree scathed by lightning-fire	 	 	devastating, withering, blistering, extremely critical, coruscating, searing, scorching, fierce, ferocious, savage, severe, stinging, biting, cutting, mordant, trenchant, virulent, caustic, vitriolic, scornful, sharp, bitter, acid, harsh, unsparing, hurt, wound, harm, damage, disable	[sound:scathing.mp3]	gregmat manhattan vince rank_3
indignant	feeling or showing anger or annoyance at what is perceived as unfair treatment	he was indignant at being the object of suspicion	 	 	 	 	aggrieved, resentful, affronted, disgruntled, discontented, dissatisfied, angry, distressed, unhappy, disturbed, hurt, pained, upset, offended, piqued, in high dudgeon, riled, nettled, vexed, irked, irritated, annoyed, put out, chagrined	[sound:indignant.mp3]	powerscore magoosh vince rank_3
tact	adroitness and sensitivity in dealing with others or with difficult issues	the inspector broke the news to me with tact and consideration	 	 	 	 	sensitivity, understanding, thoughtfulness, consideration, delicacy, diplomacy, discretion, discernment, judgement, prudence, judiciousness, perception, subtlety, wisdom, tactfulness	[sound:tact.mp3]	greenlight_basic gregmat magoosh rank_3
burnish	polish (something, especially metal) by rubbing	to burnish copper, I would probably use a drill with a pad attached to the end	a man who took advantage of any opportunity to burnish his image	 	 	 	polish, polish up, shine, brighten, rub down, rub up, buff, buff up, smooth, glaze, shine, sheen, lustre, gleam, patina, shininess, glossiness, brightness, brilliance, shimmer, sparkle	[sound:burnish.mp3]	powerscore greenlight_basic manhattan rank_3
pundit	an expert in a particular subject or field who is frequently called on to give opinions about it to the public	a globe-trotting financial pundit	 	 	 	 	expert, authority, adviser, member of a think tank, member of a policy unit, specialist, consultant, doyen, master, mentor, guru, sage, savant	[sound:pundit.mp3]	greenlight_advanced powerscore magoosh rank_3
fulminate	express vehement protest	he fulminated against the evils of his time	she began fulminating at the injustice of it all	thunder fulminated around the house	 	 	protest, rail, rage, rant, thunder, storm, declaim, inveigh, speak out, make a stand, take a stand, explode, flash, crack, detonate, blow up, go off	[sound:fulminate.mp3]	greenlight_advanced powerscore manhattan rank_3
parochial	relating to a church parish	the parochial church council	this worldview seems incredibly naive and parochial	 	 	 	narrow-minded, small-minded, provincial, insular, narrow, small-town, inward-looking, limited, restricted, localist, conservative, conventional, short-sighted, petty, close-minded, blinkered, myopic, introverted, illiberal, hidebound, intolerant	[sound:parochial.mp3]	gregmat magoosh vince rank_3
plucky	having or showing determined courage in the face of difficulties	the plucky youngster has astounded medical staff	 	 	 	 	brave, courageous, bold, daring, fearless, intrepid, spirited, game, valiant, valorous, lionhearted, heroic, gallant, stout-hearted, stout, dauntless, resolute, determined, gritty, stalwart, undaunted, indomitable, unflinching, audacious, unafraid, doughty, mettlesome	[sound:plucky.mp3]	powerscore manhattan magoosh rank_3
belligerent	hostile and aggressive	a bull-necked, belligerent old man	a conference of socialists from all belligerent countries	ships and goods captured at sea by a belligerent	 	 	hostile, aggressive, threatening, antagonistic, pugnacious, bellicose, truculent, confrontational, argumentative, quarrelsome, disputatious, contentious, militant, combative, warring, at war, combatant, fighting, battling, contending, conflicting, clashing, quarrelling, militarist, hawk, jingoist, sabre-rattler, aggressor, provoker, belligerent	[sound:belligerent.mp3]	greenlight_basic gregmat magoosh rank_3
stoic	a person who can endure pain or hardship without showing their feelings or complaining.	a look of stoic resignation	the Stoic philosophers	Seneca preached Stoic abstinence	 	 		[sound:stoic.mp3]	greenlight_advanced gregmat powerscore rank_3
gaffe	an unintentional act or remark causing embarrassment to its originator; a blunder	an unforgivable social gaffe	 	 	 	 	blunder, mistake, error, slip	[sound:gaffe.mp3]	gregmat magoosh vince rank_3
covet	yearn to possess or have (something)	the president-elect covets time for exercise and fishing	 	 	 	 	desire, be consumed with desire for, crave, have one's heart set on	[sound:covet.mp3]	prep_scholar greenlight_basic gregmat rank_3
decorum	behavior in keeping with good taste and propriety	you exhibit remarkable modesty and decorum	he had no idea of funeral decorum	 	 	 	propriety, properness, seemliness, decency, decorousness, good taste, correctness, appropriateness, appropriacy, etiquette, protocol, customary behaviour, good form, custom, convention, conformity, conventionality, usage, ritual	[sound:decorum.mp3]	prep_scholar gregmat magoosh rank_3
immure	enclose or confine (someone) against their will	her brother was immured in a lunatic asylum	 	 	 	 	confine, intern, shut up, lock up, incarcerate, imprison, jail, put away, put behind bars, put under lock and key, hold captive, hold prisoner	[sound:immure.mp3]	gregmat magoosh vince rank_3
splenetic	bad-tempered; spiteful	a splenetic outburst	 	 	 	 	bad-tempered, ill-tempered, ill-humoured, angry, wrathful, cross, peevish, petulant, pettish, irritable, irascible, cantankerous, choleric, dyspeptic, testy, tetchy, snappish, waspish, crotchety, crabby, crabbed, querulous, resentful, rancorous, bilious, sour, bitter, acid, liverish	[sound:splenetic.mp3]	greenlight_advanced magoosh vince rank_3
secular	denoting attitudes, activities, or other things that have no religious or spiritual basis	secular buildings	secular moral theory	there is evidence that the slump is not cyclical but secular	 	 	non-religious, lay, non-church, temporal, worldly, earthly, profane	[sound:secular.mp3]	prep_scholar manhattan vince rank_3
variegated	exhibiting different colors, especially as irregular patches or streaks	variegated yellow bricks	the variegated form of philadelphus	variegated foliage	his variegated and amusing observations	the designer can variegate the object's color and physical character as needed	multicoloured, particoloured, varicoloured, multicolour, many-coloured, many-hued, polychromatic, colourful, prismatic, rainbow-like, rainbow, kaleidoscopic, psychedelic, jazzy, harlequin, motley	[sound:variegated.mp3]	greenlight_advanced manhattan vince rank_3
rancorous	characterized by bitterness or resentment	sixteen miserable months of rancorous disputes	a rancorous debate	 	 	 	bitter, spiteful, hateful, resentful, acrimonious, malicious, malevolent, malign, malignant, hostile, antipathetic, venomous, poisonous, vindictive, evil-intentioned, ill-natured, baleful, vengeful, vitriolic, virulent, pernicious, mean, nasty	[sound:rancorous.mp3]	greenlight_advanced powerscore vince rank_3
